procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 185480 6963796  87040 693948    0    0     0     0 2052  627 100  0  0  0  0
16  0 185480 6963796  87040 693948    0    0     0     8 2033  586 100  0  0  0  0
16  0 185480 6963796  87040 693948    0    0     0     0 2030  582 100  0  0  0  0
16  0 185480 6963796  87048 693948    0    0     0    12 2031  591 100  0  0  0  0
16  0 185480 6963796  87056 693948    0    0     0    24 2056  628 100  0  0  0  0
16  0 185480 6963796  87056 693948    0    0     0     0 2044  609 100  0  0  0  0
16  0 185480 6963796  87056 693948    0    0     0     0 2037  595 100  0  0  0  0
16  0 185480 6963796  87056 693948    0    0     0    12 2029  580 100  0  0  0  0
16  0 185480 6963796  87064 693948    0    0     0    16 2051  637 100  0  0  0  0
16  0 185480 6963796  87072 693948    0    0     0    12 2040  600 100  0  0  0  0
16  0 185480 6963796  87072 693948    0    0     0     0 2045  624 100  0  0  0  0
16  0 185480 6963796  87072 693948    0    0     0     0 2035  583 100  0  0  0  0
16  0 185480 6963796  87072 693948    0    0     0     0 2039  600 100  0  0  0  0
16  0 185480 6963796  87080 693948    0    0     0    16 2046  604 100  0  0  0  0
16  0 185480 6963796  87088 693948    0    0     0    12 2040  605 100  0  0  0  0
16  0 185480 6963796  87088 693948    0    0     0     0 2038  607 100  0  0  0  0
16  0 185480 6963796  87088 693948    0    0     0     0 2042  603 100  0  0  0  0
16  0 185480 6963796  87088 693948    0    0     0     0 2029  577 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 185480 6963796  87104 693940    0    0     0    24 2055  652 100  0  0  0  0
16  0 185480 6963796  87104 693948    0    0     0     4 2034  590 100  0  0  0  0
16  0 185480 6963796  87104 693948    0    0     0     0 2053  639 100  0  0  0  0
16  0 185480 6963796  87104 693948    0    0     0     0 2035  586 100  0  0  0  0
16  0 185480 6963796  87104 693948    0    0     0     0 2046  594 100  0  0  0  0
16  0 185480 6963796  87112 693948    0    0     0    12 2034  589 100  0  0  0  0
16  0 185480 6963796  87120 693948    0    0     0    12 2046  606 100  0  0  0  0
16  0 185480 6963796  87120 693948    0    0     0     4 2047  627 100  0  0  0  0
16  0 185480 6963796  87120 693948    0    0     0     0 2036  585 100  0  0  0  0
16  0 185480 6963796  87120 693948    0    0     0     0 2027  579 100  0  0  0  0
16  0 185480 6963796  87128 693948    0    0     0    12 2048  625 100  0  0  0  0
16  0 185480 6963796  87136 693948    0    0     0    12 2040  598 100  0  0  0  0
16  0 185480 6963796  87136 693948    0    0     0    12 2044  616 100  0  0  0  0
16  0 185480 6963796  87136 693948    0    0     0     4 2033  587 100  0  0  0  0
16  0 185480 6963796  87136 693948    0    0     0     0 2046  587 100  0  0  0  0
16  0 185480 6962288  87144 693948    0    0     0    12 2057  653 100  0  0  0  0
16  0 185480 6962288  87152 693948    0    0     0    12 2030  593 100  0  0  0  0
16  0 185480 6962288  87152 693948    0    0     0     0 2057  662 100  0  0  0  0
16  0 185480 6962288  87152 693948    0    0     0     0 2034  592 100  0  0  0  0
16  0 185480 6413432  87152 693948    0    0     0     4 2023  596 94  6  0  0  0
16  0 185480 6025100  87160 693940    0    0     0   192 2036  628 96  4  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 185480 5118152  87168 693948    0    0     0    12 2026  613 91  9  0  0  0
16  0 185480 3555752  87168 693948    0    0     0     0 2055  697 84 16  0  0  0
16  0 185480 2441648  87168 693948    0    0     0     0 2024  643 87 13  0  0  0
16  0 185480 2321696  87168 693948    0    0     0     0 2031  585 99  1  0  0  0
16  0 185480 2223668  87168 693948    0    0     0     4 2023  578 99  1  0  0  0
16  0 185480 2112284  87184 693952    0    0     0    24 2041  627 99  1  0  0  0
16  0 185480 2013752  87184 693952    0    0     0     0 2069  680 99  1  0  0  0
16  0 185480 1900100  87184 693952    0    0     0     0 2024  582 99  1  0  0  0
16  0 185480 1303144  87188 693968    0    0     0     0 4046  804 92  8  0  0  0
16  0 185480 912984  87188 693976    0    0     0     0 8116  932 95  5  0  0  0
17  0 185480 521848  81400 566352    0   92    44   284 8328 1016 88 12  0  0  0
18  0 188808 719460    800 220320    0 3680  9372  3688 16623 3011 64 36  0  0  0
 2 24 331144 373032    760 212984    0 144220  9432 144352 31547 14139 25 64  0 11  0
17  1 869768 560244   1192 232448 4628 539932 25072 539932 48273 31066 44 26  0 29  0
17  0 1262984 1174860   1056 232832  272 393200  4144 393384 59416 11033 79 19  0  2  0
17  0 1348744 1349548   1056 232888  872 85724  1488 85724 24327 1518 87 13  0  0  0
16  0 1348744 1320088   1056 233112   48    0    48     0 36008  858 93  7  0  0  0
16  0 1348744 1620308   1060 233108    4    0     8   220 2028  583 100  0  0  0  0
17  0 1347464 3009420   1060 234012  612    0  1776     0 73055 1881 80 20  0  0  0
16  0 1347464 3028260   1068 234276   24    0    24    32 21182  709 95  5  0  0  0
16  0 1347208 3023204   1076 238708  608    0  5044    12 2271 1004 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1347208 3022952   1076 238712   20    0    20     0 2022  575 100  0  0  0  0
16  0 1347208 3022952   1076 238712    4    0     4     0 2020  573 100  0  0  0  0
16  0 1347208 3022952   1076 238712    8    0     8    40 2034  579 100  0  0  0  0
16  0 1347208 3022952   1084 238704    8    0     8    16 2047  629 100  0  0  0  0
16  0 1347208 3022952   1092 238712    8    0     8    12 2026  589 100  0  0  0  0
16  0 1347208 3022952   1092 238712    8    0     8     0 2020  575 100  0  0  0  0
16  0 1347208 3022952   1092 238712    4    0     4     0 2016  560 100  0  0  0  0
16  0 1347208 3022952   1092 238712    0    0     0     0 2032  605 100  0  0  0  0
16  0 1347208 3020432   1912 241396 1436    0  5084     8 2406 1278 100  0  0  0  0
16  0 1347208 3036864   1928 241540   16    0    16    24 2034  609 100  0  0  0  0
16  0 1347208 3037104   1928 241540    8    0     8     0 2018  572 100  0  0  0  0
16  0 1347208 3037104   1928 241540    8    0     8     0 2029  585 100  0  0  0  0
16  0 1347208 3037104   1928 241540    0    0     0     0 2018  565 100  0  0  0  0
16  0 1347208 3034584   1928 243876  128    0  2664     0 2114  725 100  0  0  0  0
16  0 1347208 3034080   1944 244076    0    0     0    28 2031  594 100  0  0  0  0
16  0 1347208 3034080   1944 244076    8    0     8     0 2031  593 100  0  0  0  0
16  0 1347208 3034080   1944 244076   20    0    20     0 2022  571 100  0  0  0  0
16  0 1347208 3033828   1944 244284   32    0   240     0 2040  627 100  0  0  0  0
16  0 1347208 3033828   1944 244284    4    0     4     0 2029  591 100  0  0  0  0
16  0 1347208 3033576   1960 244284   16    0    16    24 2043  623 100  0  0  0  0
16  0 1347208 3033576   1960 244284    0    0     0     4 2019  565 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1346952 3027528   1960 250708  432    0  6788     0 2282 1067 100  0  0  0  0
16  0 1346184 3026520   1960 251516  288    0  1376     4 2116  763 100  0  0  0  0
16  2 1344392 3019968   2096 259184 1068    0  9132     0 2440 1312 100  0  0  0  0
16  0 1343880 3009132   2528 270892  736    0 11432    36 2420 1275 100  0  0  0  0
16  0 1343880 3009132   2528 270892    8    0     8     0 2019  578 100  0  0  0  0
16  0 1343880 3009132   2528 270892    4    0     4     4 2018  567 100  0  0  0  0
16  0 1343880 3009132   2528 270892    0    0     0     0 2032  611 100  0  0  0  0
16  0 1343880 3009132   2528 270892    8    0     8     0 2030  591 100  0  0  0  0
16  0 1343880 3008880   2544 270896    0    0     0   488 2050  646 100  0  0  0  0
16  0 1343880 3008880   2544 270896    8    0     8     0 2018  563 100  0  0  0  0
16  0 1343880 3008880   2544 270896    4    0     4     0 2027  578 100  0  0  0  0
16  0 1343880 3008880   2544 270896    0    0     0     8 2031  570 100  0  0  0  0
16  0 1343880 3008880   2544 270896    8    0     8     0 2029  603 100  0  0  0  0
16  0 1343880 3008880   2560 270896   20    0    20    32 2034  604 100  0  0  0  0
16  0 1343880 3008880   2560 270896   16    0    16     0 2031  584 100  0  0  0  0
16  0 1343880 3008880   2560 270896    4    0     4     0 2018  556 100  0  0  0  0
16  0 1343880 3008880   2560 270896    0    0     0     0 2022  581 100  0  0  0  0
16  0 1343880 3007368   2560 271772  484    0  1632    12 2147  808 100  0  0  0  0
16  0 1343880 3004504   2576 275016   92    0  3064    24 2151  807 100  0  0  0  0
16  0 1343880 3004504   2576 275016    4    0     4     0 2019  566 100  0  0  0  0
16  0 1343880 3004504   2576 275016    4    0     4     0 2017  567 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1343880 3004504   2576 275016    4    0     4     0 2028  567 100  0  0  0  0
16  0 1343880 3004504   2576 275016    0    0     0     0 2041  602 100  0  0  0  0
16  0 1343880 3004504   2592 275016    0    0     0    28 2030  591 100  0  0  0  0
16  0 1343880 3004504   2592 275016    0    0     0     0 2014  560 100  0  0  0  0
16  0 1343880 3004504   2592 275016    0    0     0     0 2017  560 100  0  0  0  0
16  0 1343880 3004504   2592 275016    4    0     4     0 2039  612 100  0  0  0  0
16  0 1343880 3004504   2592 275016    4    0     4     0 2031  597 100  0  0  0  0
16  0 1343880 3004252   2608 275308 1668    0  1860    24 2123  774 100  0  0  0  0
16  0 1343880 3004000   2608 275208    0    0     0     4 2020  570 100  0  0  0  0
16  0 1343880 3000724   2608 278712  880    0  4160     0 2233  934 100  0  0  0  0
16  0 1343880 2999212   2608 278488 1512    0  1512     0 2093  694 100  0  0  0  0
16  0 1343624 2998456   2608 278488 1572    0  1724     0 2266 1044 100  0  0  0  0
16  0 1343624 2997952   2636 278628  120    0   128    36 2054  648 100  0  0  0  0
16  0 1343624 2997952   2636 278648    4    0     4     0 2030  588 100  0  0  0  0
16  0 1343112 2997448   2636 278744  548    0   644     4 2122  761 100  0  0  0  0
16  0 1343112 2997196   2636 278744    4    0     4     0 2024  583 100  0  0  0  0
16  0 1343112 3030504   2652 278728  668    0   684     0 2167  706 100  0  0  0  0
16  0 1343112 2344736   2704 278736 1660    0  1688    76 5469  983 92  9  0  0  0
16  0 1343112 2087236   2720 279044  860    0   876     0 10290  801 96  4  0  0  0
16  0 1343112 1918156   2720 278776    0    0     0     0 4692  578 98  2  0  0  0
16  0 1343112 1970620   2764 278776 2788    0  2832    60 5718 1349 88 12  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1343112 1415308   2792 278780 1400    0  1416   136 13974 1182 92  8  0  0  0
16  0 1343112 1375268   2800 278824   16    0    16    32 7035  767 96  4  0  0  0
16  0 1343112 1987776   2828 278796 1680    0  1708     0 5844 1084 94  6  0  0  0
16  0 1343112 1296028   2856 278872 1884    0  1912     0 10824 1488 81 19  0  0  0
16  0 1343112 1305256   2856 278872   16    0    16   256 16615 1163 96  5  0  0  0
16  0 1343112 1626644   2856 278872    0    0     0     0 2029  603 99  1  0  0  0
20  0 1343112 2955768   2872 278872    0    0     0   112 4624 1722 94  6  0  0  0
16  0 1343112 2934576   2872 278872  652    0   652     0 53545 1089 88 12  0  0  0
16  0 1343112 2934880   2872 278872    0    0     0     0 2035  586 100  0  0  0  0
16  0 1343112 2934880   2872 278872    0    0     0   120 2030  585 100  0  0  0  0
16  0 1343112 2934880   2872 278872    0    0     0     0 2036  601 100  0  0  0  0
16  0 1343112 2934880   2888 278876    0    0     0    28 2039  597 100  0  0  0  0
16  0 1343112 2934880   2888 278876    4    0     4     0 2037  589 100  0  0  0  0
16  0 1343112 2931352   3188 286168  440    0  7956     0 2243  993 100  0  0  0  0
16  0 1343112 2931352   3188 286092    0    0     0     0 2041  604 100  0  0  0  0
16  0 1343112 2931352   3196 286100    0    0     4    12 2040  608 100  0  0  0  0
16  0 1343112 2931352   3212 286100    8    0     8    40 2060  623 100  0  0  0  0
16  0 1343112 2931352   3212 286100    0    0     0     0 2026  572 100  0  0  0  0
16  0 1343112 2945712   3212 286100   20    0    20     0 2052  614 100  0  0  0  0
16  0 1343112 2945620   3212 286100    0    0     0     0 2029  575 100  0  0  0  0
16  0 1343112 2945620   3212 286100    0    0     0     0 2069  656 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1343112 2945620   3228 286100    0    0     0    44 2046  612 100  0  0  0  0
16  0 1343112 2945620   3228 286100  364    0   392     0 2114  746 100  0  0  0  0
16  0 1343112 2945368   3228 286128    0    0     0     0 2016  563 100  0  0  0  0
16  0 1343112 2945368   3228 286128  184    0   184     0 2075  678 100  0  0  0  0
16  0 1343112 2945116   3228 286128    0    0     0     0 2043  599 100  0  0  0  0
16  0 1343112 2945116   3244 286128    0    0     0    24 2030  596 100  0  0  0  0
16  0 1343112 2945116   3244 286128    0    0     0     4 2017  565 100  0  0  0  0
16  0 1343112 2945116   3244 286128    0    0     0     0 2025  570 100  0  0  0  0
16  0 1343112 2945116   3244 286128    0    0     0     0 2019  570 100  0  0  0  0
16  0 1343112 2945116   3244 286128    0    0     0     0 2035  599 100  0  0  0  0
16  0 1343112 2945116   3260 286128    0    0     0    24 2028  591 100  0  0  0  0
16  0 1343112 2945116   3260 286128    0    0     0     0 2025  574 100  0  0  0  0
16  0 1343112 2945116   3260 286128    0    0     0     4 2018  561 100  0  0  0  0
16  0 1343112 2945116   3260 286128    0    0     0     0 2033  589 100  0  0  0  0
16  0 1343112 2945116   3260 286128    0    0     0     0 2033  596 100  0  0  0  0
16  0 1343112 2944864   3276 286128    8    0     8    24 2058  639 100  0  0  0  0
16  0 1343112 2944864   3276 286128    0    0     0     0 2016  560 100  0  0  0  0
16  0 1343112 2944864   3276 286128    0    0     0     0 2015  563 100  0  0  0  0
16  0 1343112 2944864   3276 286128    0    0     0     4 2019  564 100  0  0  0  0
16  0 1343112 2944864   3276 286128    0    0     0     0 2068  664 100  0  0  0  0
16  0 1343112 2944864   3292 286128    0    0     0    24 2029  593 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1343112 2944864   3292 286128    0    0     0     0 2017  566 100  0  0  0  0
16  0 1343112 2944864   3292 286128    0    0     0     0 2017  560 100  0  0  0  0
16  0 1342856 2948688   4284 292728  440    0  8296     0 2361  985 100  0  0  0  0
16  0 1342856 2946448   4292 294604   12    0  1676     4 2110  740 100  0  0  0  0
16  0 1342856 2945944   4308 294672  160    0   160    36 2056  649 100  0  0  0  0
16  0 1342856 2945944   4308 294672    0    0     0     0 2017  572 100  0  0  0  0
16  0 1342856 2945944   4308 294672    0    0     0     0 2026  577 100  0  0  0  0
16  0 1342856 2945944   4308 294672    4    0     4     0 2023  567 100  0  0  0  0
16  0 1342856 2945944   4308 294672    0    0     0   164 2038  605 100  0  0  0  0
16  0 1342856 2945944   4324 294672    0    0     0    40 2037  609 100  0  0  0  0
16  0 1342856 2957548   4324 294672    0    0     0     0 2030  577 100  0  0  0  0
16  0 1342856 2957712   4324 294672    0    0     0     0 2026  567 100  0  0  0  0
16  0 1342856 2957712   4324 294672    0    0     0     0 2023  581 100  0  0  0  0
16  0 1342856 2957712   4324 294672    0    0     0     0 2028  591 100  0  0  0  0
16  0 1342856 2957712   4340 294676    0    0     0    24 2041  613 100  0  0  0  0
16  0 1342856 2957712   4340 294676    0    0     0     8 2020  568 100  0  0  0  0
16  0 1342856 2957712   4340 294676    0    0     0     0 2015  557 100  0  0  0  0
16  0 1342856 2957712   4340 294676    0    0     0     0 2019  573 100  0  0  0  0
16  0 1342856 2957712   4340 294676    0    0     0     0 2037  595 100  0  0  0  0
16  0 1342856 2957712   4356 294676    0    0     0    36 2034  601 100  0  0  0  0
16  0 1342856 2957712   4356 294676    0    0     0     0 2017  560 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1342856 2957712   4356 294676    0    0     0    16 2025  566 100  0  0  0  0
16  0 1342856 2957712   4356 294676    0    0     0     0 2032  591 100  0  0  0  0
16  0 1342856 2957712   4356 294676    0    0     0     0 2029  586 100  0  0  0  0
16  0 1342856 2957712   4372 294676   12    0    12    24 2039  612 100  0  0  0  0
16  0 1342856 2745852   4376 294680 1524    0  1524     0 3555  903 97  3  0  0  0
16  0 1342856 2298396   4376 294692  848    0   848     0 6784  759 95  5  0  0  0
16  0 1342856 1949156   4376 294700  632    0   632    40 7002  718 96  4  0  0  0
16  0 1342856 2142436   4376 294708    0    0     0     0 4581  771 98  2  0  0  0
16  0 1342856 1955496   4392 294708 2600    0  2600    88 5777 1373 89 12  0  0  0
16  0 1342856 1677320   4396 294744 1216    0  1216     0 12674 1156 93  7  0  0  0
16  0 1342856 1355388   4396 294756    0    0     0     0 7331  799 97  4  0  0  0
20  0 1342856 2119988   4400 295044 1784    0  1788   148 5889 1170 95  5  0  0  0
16  0 1342856 1280248   4400 294804 1552    0  1552     0 10496 1905 80 20  0  0  0
16  0 1342856 1297720   4416 294804    0    0     0   176 17375  937 96  4  0  0  0
16  0 1342856 1297608   4416 294804    0    0     0     0 2015  573 100  0  0  0  0
16  0 1342856 2845072   4416 294804   12    0    12     0 2601 2067 94  6  0  0  0
16  0 1342600 2907684   4432 294932    4    0   132   276 2051  684 99  1  0  0  0
16  0 1342600 2907808   4432 294932    0    0     0     0 2038  616 100  0  0  0  0
16  0 1342600 2907808   4440 294932    8    0     8    28 2037  591 100  0  0  0  0
16  0 1342600 2907808   4440 294932    0    0     0     0 2018  566 100  0  0  0  0
16  0 1342600 2907808   4440 294932    0    0     0     0 2015  556 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1342600 2907808   4448 294932    0    0     0    20 2041  613 100  0  0  0  0
16  0 1342600 2907808   4448 294932    0    0     0    20 2028  587 100  0  0  0  0
16  0 1342600 2907808   4456 294932    0    0     0    12 2030  591 100  0  0  0  0
16  0 1342600 2907808   4456 294932    0    0     0     0 2016  558 100  0  0  0  0
16  0 1342600 2907808   4456 294932    0    0     0     0 2024  565 100  0  0  0  0
16  0 1342600 2907808   4464 294932    0    0     0    12 2025  584 100  0  0  0  0
16  0 1342600 2907808   4464 294932    0    0     0     0 2056  644 100  0  0  0  0
16  0 1342600 2907808   4472 294932    0    0     0    16 2035  590 100  0  0  0  0
16  0 1342600 2907808   4472 294932    0    0     0     0 2027  571 100  0  0  0  0
16  0 1342600 2907808   4472 294932    4    0     4     0 2017  565 100  0  0  0  0
16  0 1342600 2907808   4480 294932    0    0     0    12 2031  599 100  0  0  0  0
16  0 1342600 2907808   4480 294932   20    0    20     0 2028  601 100  0  0  0  0
16  0 1342600 2907808   4488 294932    0    0     0    12 2043  603 100  0  0  0  0
16  0 1342600 2907808   4488 294932    0    0     0     4 2017  568 100  0  0  0  0
16  0 1342600 2907808   4488 294932    8    0     8     0 2018  556 100  0  0  0  0
16  0 1342600 2907808   4496 294932    0    0     0    12 2034  603 100  0  0  0  0
16  0 1342600 2907808   4496 294932    0    0     0     0 2088  692 100  0  0  0  0
16  0 1342600 2907808   4504 294936    0    0     0    12 2045  601 100  0  0  0  0
16  0 1342600 2907808   4504 294936    0    0     0     0 2027  567 100  0  0  0  0
16  0 1342600 2907808   4504 294936    0    0     0     8 2025  573 100  0  0  0  0
16  0 1342600 2907808   4512 294936    4    0     4    12 2059  640 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1342600 2907808   4520 294928   20    0    20    24 2054  634 100  0  0  0  0
16  0 1342600 2907808   4520 294936    0    0     0     0 2025  579 100  0  0  0  0
16  0 1342600 2907808   4520 294936    0    0     0     0 2017  559 100  0  0  0  0
16  0 1342600 2907808   4520 294936    0    0     0     0 2025  569 100  0  0  0  0
16  0 1342600 2907808   4528 294936    4    0     4    28 2027  588 100  0  0  0  0
16  0 1342600 2923700   4528 294936    0    0     0     0 2037  586 100  0  0  0  0
16  0 1342600 2923796   4536 294936    0    0     0    12 2030  588 100  0  0  0  0
16  0 1342600 2923796   4536 294936    0    0     0     0 2028  581 100  0  0  0  0
16  0 1342600 2923796   4536 294936    0    0     0     0 2015  557 100  0  0  0  0
16  0 1342600 2923796   4544 294936    0    0     0    12 2029  595 100  0  0  0  0
16  0 1342600 2923796   4544 294936    0    0     0     4 2026  589 100  0  0  0  0
16  0 1342600 2923796   4552 294936    0    0     0    12 2036  601 100  0  0  0  0
16  0 1342600 2923796   4552 294936    0    0     0     0 2017  559 100  0  0  0  0
16  0 1342600 2923796   4552 294936    0    0     0     0 2016  556 100  0  0  0  0
16  0 1342600 2923796   4560 294936    0    0     0    12 2024  579 100  0  0  0  0
16  0 1342600 2923796   4560 294936    0    0     0     0 2046  603 100  0  0  0  0
16  0 1342600 2923796   4568 294936    0    0     0    16 2029  589 100  0  0  0  0
16  0 1342600 2923796   4568 294936    8    0     8     0 2018  568 100  0  0  0  0
16  0 1342600 2923796   4568 294936    0    0     0     0 2016  563 100  0  0  0  0
16  0 1342600 2923796   4576 294936    0    0     0    12 2040  603 100  0  0  0  0
16  0 1342600 2923796   4576 294936    0    0     0     0 2028  593 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 1342600 2935836   4584 294936    0    0     0    12 2029  582 100  0  0  0  0
16  0 1342600 2935996   4584 294936    0    0     0     4 2018  565 100  0  0  0  0
16  0 1342600 2935996   4584 294936    4    0     4     0 2027  577 100  0  0  0  0
16  0 1342600 2935996   4592 294928    0    0     0    12 2031  582 100  0  0  0  0
16  0 1342600 2935996   4592 294936    0    0     0     0 2027  586 100  0  0  0  0
16  0 1342600 2935996   4600 294936    0    0     0    12 2026  588 100  0  0  0  0
16  0 1342600 2935996   4600 294936    0    0     0     0 2028  577 100  0  0  0  0
16  0 1342600 2935996   4600 294936    4    0     4     4 2022  588 100  0  0  0  0
16  0 1342600 2935996   4608 294928    0    0     0    12 2035  606 100  0  0  0  0
16  0 1342600 2935996   4608 294936    0    0     0     0 2027  590 100  0  0  0  0
16  0 1342600 2935996   4616 294936    0    0     0    12 2036  598 100  0  0  0  0
16  0 1342600 2935996   4616 294936    0    0     0     0 2015  563 100  0  0  0  0
15  1 1342600 2984008   4616 294936  492    0   492     0 2084  688 100  0  0  0  0
16  0 1342600 2540048   4628 294932 3104    0  3104    28 4559 1003 94  6  0  0  0
16  0 1342600 1417232   4628 294960    0    0     0     0 7004  618 90 11  0  0  0
16  0 1342600 914220   4636 294968 1200    0  1200    68 6254  768 94  6  0  0  0
16  0 1342600 680364   4636 294968   12    0    12     0 4661  577 98  2  0  0  0
12  5 1584264 343760   4472 282300 5128 241992  5128 241992 27034 2840 85 15  0  0  0
