procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18397156  85408 808480    0    0     0     0  129  180  0  0 100  0  0
 0  0 212224 18395644  85408 808480    0    0     0     8  129  162  0  0 100  0  0
 0  0 212224 18395392  85408 808480    0    0     0     0  138  186  0  0 100  0  0
 1  0 212224 18395392  85416 808480    0    0     0    16  153  226  0  0 100  0  0
 0  0 212224 18395392  85424 808472    0    0     0    12  127  182  0  0 100  0  0
 0  0 212224 18395392  85424 808480    0    0     0     0  131  168  0  0 100  0  0
 0  0 212224 18395392  85424 808480    0    0     0     0  127  175  0  0 100  0  0
 0  0 212224 18395392  85424 808480    0    0     0     0  129  177  0  0 100  0  0
 0  0 212224 18395392  85432 808480    0    0     0    16  154  219  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1 212224 18395140  85436 808476    0    0     0     8  115  161  0  0 100  0  0
 0  0 212224 18395140  85440 808480    0    0     0     4  148  200  0  0 100  0  0
 0  0 212224 18395140  85440 808480    0    0     0     0  124  174  0  0 100  0  0
 0  0 212224 18395140  85440 808480    0    0     0     0  124  174  0  0 100  0  0
 0  0 212224 18395140  85448 808472    0    0     0    16  147  212  0  0 100  0  0
 0  0 212224 18395140  85448 808484    0    0     0     0  124  183  0  0 100  0  0
 0  0 212224 18395140  85456 808484    0    0     0    12  139  191  0  0 100  0  0
 2  0 212224 18545592  85456 808492    0    0     0     0 3166 2819  5  1 94  0  0
 1  0 212224 18467664  85456 808500    0    0     0     0 4073 1790 12  5 83  0  0
 2  0 212224 18437476  85464 808516    0    0     0    24 4747 3094 12  4 84  0  0
 5  0 212224 18653208  85468 808552    0    0     0     0 10387 6803 30 10 60  0  0
 3  0 212224 18533404  85468 808568    0    0     0     0 10778 5224 27 14 59  0  0
 0  0 212224 18298604  85476 808596    0    0     0   172 5016 1100 16  9 75  0  0
 2  0 212224 18519084  85480 808604    0    0     0     0 2970 1906  4  1 95  0  0
 0  0 212224 18205324  85488 808620    0    0     0    16 5273 1724 19  8 74  0  0
 0  0 212224 18371296  85488 808620    0    0     0     0 3009  305  0  1 99  0  0
 0  0 212224 18439272  85488 808636    0    0     0     0  443  300  1  0 99  0  0
 0  0 212224 18439272  85488 808636    0    0     0     0   94  138  0  0 100  0  0
 0  0 212224 18439272  85496 808636    0    0     0    64  113  168  0  0 100  0  0
 0  0 212224 18439272  85504 808628    0    0     0   240  134  180  0  0 100  0  0
 0  0 212224 18439272  85504 808628    0    0     0     0  102  136  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18439272  85504 808628    0    0     0     0  106  144  0  0 100  0  0
 0  0 212224 18439272  85504 808628    0    0     0     0  102  142  0  0 100  0  0
 0  0 212224 18439020  85504 808636    0    0     0     0  115  155  0  0 100  0  0
 0  0 212224 18439020  85520 808636    0    0     0    60  163  228  0  0 100  0  0
 0  0 212224 18439020  85520 808636    0    0     0     0  112  146  0  0 100  0  0
 0  0 212224 18439020  85520 808636    0    0     0     0  109  158  0  0 100  0  0
 0  0 212224 18439020  85520 808636    0    0     0     0  104  142  0  0 100  0  0
 0  0 212224 18439020  85520 808636    0    0     0     0  100  132  0  0 100  0  0
 0  0 212224 18439020  85528 808636    0    0     0    12  188  281  0  0 100  0  0
 0  0 212224 18439020  85536 808636    0    0     0    12  120  160  0  0 100  0  0
 0  0 212224 18439020  85536 808636    0    0     0     0  110  150  0  0 100  0  0
 0  0 212224 18438768  85536 808636    0    0     0     0   91  126  0  0 100  0  0
 0  0 212224 18438768  85536 808636    0    0     0     0  149  172  0  0 100  0  0
 0  0 212224 18438768  85544 808636    0    0     0    12  142  192  0  0 100  0  0
 0  0 212224 18438768  85544 808636    0    0     0     0  113  148  0  0 100  0  0
 0  0 212224 18438768  85552 808636    0    0     0    12  118  152  0  0 100  0  0
 0  0 212224 18438768  85552 808636    0    0     0     0  106  148  0  0 100  0  0
 0  0 212224 18438768  85552 808636    0    0     0     0  107  150  0  0 100  0  0
 0  0 212224 18438768  85560 808636    0    0     0    60  135  184  0  0 100  0  0
 0  0 212224 18438516  85560 808636    0    0     0     0  169  222  0  0 100  0  0
 0  0 212224 18438516  85560 808636    0    0     0     0  108  142  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18438516  85568 808636    0    0     0    24  112  152  0  0 100  0  0
 0  0 212224 18438516  85568 808636    0    0     0     0  109  144  0  0 100  0  0
 0  0 212224 18438292  85580 808636    0    0     4   160  130  182  0  0 100  0  0
 0  0 212224 18438292  85580 808636    0    0     0     0  115  148  0  0 100  0  0
 0  0 212224 18438292  85580 808636    0    0     0     0  106  152  0  0 100  0  0
 0  0 212224 18438292  85580 808636    0    0     0     0  102  136  0  0 100  0  0
 0  0 212224 18438292  85588 808636    0    0     0    32  148  214  0  0 100  0  0
 0  0 212224 18438292  85596 808636    0    0     0    12  131  176  0  0 100  0  0
 0  0 212224 18438292  85596 808640    0    0     0    28  130  161  0  0 100  0  0
 0  0 212224 18438292  85596 808640    0    0     0     0  111  140  0  0 100  0  0
 0  0 212224 18438292  85596 808640    0    0     0     0   99  125  0  0 100  0  0
 0  0 212224 18438292  85596 808640    0    0     0     0  118  148  0  0 100  0  0
 0  0 212224 18438292  85612 808640    0    0     0    36  147  204  0  0 100  0  0
 0  0 212224 18438292  85612 808640    0    0     0    28  135  158  0  0 100  0  0
 0  0 212224 18438292  85612 808640    0    0     0     0   95  128  0  0 100  0  0
 0  0 212224 18438292  85612 808640    0    0     0     0  105  134  0  0 100  0  0
 0  0 212224 18438292  85612 808640    0    0     0     0  107  146  0  0 100  0  0
 0  0 212224 18438292  85620 808640    0    0     0    12  153  188  0  0 100  0  0
 0  0 212224 18438292  85628 808640    0    0     0    12  120  148  0  0 100  0  0
 0  0 212224 18438292  85628 808640    0    0     0     0  107  148  0  0 100  0  0
 0  0 212224 18438040  85628 808640    0    0     0     0  104  142  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18438040  85628 808640    0    0     0     0  107  150  0  0 100  0  0
 0  0 212224 18438040  85636 808640    0    0     0    12  123  172  0  0 100  0  0
 0  0 212224 18438040  85636 808640    0    0     0     0  112  148  0  0 100  0  0
 0  0 212224 18438040  85644 808640    0    0     0    12  118  161  0  0 100  0  0
 0  0 212224 18438040  85644 808640    0    0     0     0  106  144  0  0 100  0  0
 0  0 212224 18438040  85644 808640    0    0     0     0   94  128  0  0 100  0  0
 0  0 212224 18438040  85652 808640    0    0     0    12  129  178  0  0 100  0  0
 0  0 212224 18438040  85652 808640    0    0     0     0  112  154  0  0 100  0  0
 0  0 212224 18438040  85652 808640    0    0     0     0  109  150  0  0 100  0  0
 0  0 212224 18438040  85660 808640    0    0     0    12  109  137  0  0 100  0  0
 0  0 212224 18438040  85660 808640    0    0     0     0  104  146  0  0 100  0  0
 0  0 212224 18438040  85668 808640    0    0     0    12  129  190  0  0 100  0  0
 1  0 212224 18438292  85668 808632    0    0     0     8  362  423  0  0 100  0  0
 0  0 212224 18438292  85668 808632    0    0     0     0  119  170  0  0 100  0  0
 0  0 212224 18438292  85668 808632    0    0     0     0  104  145  0  0 100  0  0
 0  0 212224 18438292  85676 808632    0    0     0    20  119  170  0  0 100  0  0
 0  0 212224 18438292  85684 808632    0    0     0    28  115  162  0  0 100  0  0
 2  0 212224 18646828  85684 808640    0    0     0     0 3593 2940  4  3 93  0  0
 1  0 212224 18444464  85684 808648    0    0     0     0 4463 1807 18 10 73  0  0
 1  0 212224 18534944  85684 808656    0    0     0     0 3230 1662  6  2 92  0  0
 1  0 212224 18569152  85684 808664    0    0     0     0 4062 2127  2  2 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 212224 18487708  85704 808700    0    0     0   100 8239 4195 27 11 62  0  0
 1  0 212224 18571852  85704 808740    0    0     0    32 7407 2872 13  7 80  0  0
 0  0 212224 18516632  85704 808748    0    0     0     0 3760  307  4  2 94  0  0
10  0 212224 18825740  85708 808772    0    0     0     0 9834 7927 19  6 75  0  0
 0  0 212224 18386592  85708 808796    0    0     0     0 11405  855 33 15 52  0  0
 0  0 212224 18505896  85724 808804    0    0     0   160 2832  299  0  0 100  0  0
 0  0 212224 18506120  85724 808804    0    0     0   196  110  149  0  0 100  0  0
 0  0 212224 18506120  85724 808804    0    0     0     0   99  126  0  0 100  0  0
 0  0 212224 18506120  85724 808804    0    0     0     0   86  110  0  0 100  0  0
 0  0 212224 18506120  85724 808804    0    0     0     0  102  136  0  0 100  0  0
 0  0 212224 18505620  85732 808796    0    0     0    12  121  168  0  0 100  0  0
 0  0 212224 18505368  85740 808808    0    0     0    12  107  141  0  0 100  0  0
 0  0 212224 18505368  85740 808808    0    0     0     0   91  114  0  0 100  0  0
 0  0 212224 18505400  85740 808552   60    0    60     0  148  181  0  0 100  0  0
 0  0 212224 18505400  85740 808552    0    0     0     0  104  132  0  0 100  0  0
 0  0 212224 18505400  85748 808552    0    0     0    12  112  162  0  0 100  0  0
 0  0 212224 18505400  85748 808552    0    0     0     0  137  164  0  0 100  0  0
 0  0 212224 18505400  85756 808552    0    0     0    12  102  136  0  0 100  0  0
 0  0 212224 18505400  85756 808552    0    0     0     0   96  128  0  0 100  0  0
 0  0 212224 18505400  85756 808552    0    0     0     0   96  126  0  0 100  0  0
 0  0 212224 18505400  85764 808552    0    0     0    12  160  252  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18505400  85764 808552    0    0     0   460  131  172  0  0 100  0  0
 0  0 212224 18505148  85772 808560    0    0     0    20  122  142  0  0 100  0  0
 0  0 212224 18505148  85780 808552    0    0     0    32  100  128  0  0 100  0  0
 0  0 212224 18505148  85780 808552    0    0     0     0   91  120  0  0 100  0  0
 0  0 212224 18505148  85792 808560    0    0     0    44  118  167  0  0 100  0  0
 0  0 212224 18504896  85792 808560    0    0     0     0  103  142  0  0 100  0  0
 0  0 212224 18504896  85792 808560    0    0     0    36  109  142  0  0 100  0  0
 0  0 212224 18504896  85792 808560    0    0     0     8   92  117  0  0 100  0  0
 0  0 212224 18504896  85800 808552    0    0     0    24  108  138  0  0 100  0  0
 0  0 212224 18504896  85808 808560    0    0     0    12  129  176  0  0 100  0  0
 0  0 212224 18504896  85808 808560    0    0     0     0   96  121  0  0 100  0  0
 0  0 212224 18504896  85808 808560    0    0     0    84  110  137  0  0 100  0  0
 0  0 212224 18504896  85808 808560    0    0     0     0   94  122  0  0 100  0  0
 0  0 212224 18504896  85808 808560    0    0     0     0   99  134  0  0 100  0  0
 0  0 212224 18504896  85824 808560    0    0     0    40  136  180  0  0 100  0  0
 0  0 212224 18504896  85824 808560    0    0     0     0   90  118  0  0 100  0  0
 0  0 212224 18504896  85824 808560    0    0     0    72  105  139  0  0 100  0  0
 0  0 212224 18504896  85824 808560    0    0     0     0  105  129  0  0 100  0  0
 0  0 212224 18504896  85824 808560    0    0     0     0   99  137  0  0 100  0  0
 0  0 212224 18504896  85832 808560    0    0     0    12  110  154  0  0 100  0  0
 0  0 212224 18504896  85840 808560    0    0     0    28  109  139  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18504896  85840 808560    0    0     0    40  103  139  0  0 100  0  0
 0  0 212224 18504896  85840 808560    0    0     0     0   97  125  0  0 100  0  0
 0  0 212224 18504896  85840 808560    0    0     0     0   91  114  0  0 100  0  0
 0  0 212224 18504896  85848 808560    0    0     0    12  114  160  0  0 100  0  0
 0  0 212224 18504644  85848 808560    0    0     0     0  109  146  0  0 100  0  0
 0  0 212224 18504644  85856 808552    0    0     0    12  109  137  0  0 100  0  0
 0  0 212224 18504644  85856 808552    0    0     0     0   93  113  0  0 100  0  0
 0  0 212224 18504644  85856 808552    0    0     0     0   91  120  0  0 100  0  0
 0  0 212224 18504644  85864 808560    0    0     0    12  126  182  0  0 100  0  0
 0  0 212224 18504644  85864 808560    0    0     0     0  101  127  0  0 100  0  0
 0  0 212224 18504644  85864 808560    0    0     0     0   89  117  0  0 100  0  0
 0  0 212224 18504644  85872 808560    0    0     0    16  102  134  0  0 100  0  0
 0  0 212224 18504644  85872 808560    0    0     0     0  101  136  0  0 100  0  0
 0  0 212224 18504644  85880 808564    0    0     0    12  118  164  0  0 100  0  0
 0  0 212224 18504644  85880 808564    0    0     0    28  109  122  0  0 100  0  0
 0  0 212224 18504644  85880 808564    0    0     0     0   95  127  0  0 100  0  0
 0  0 212224 18504644  85880 808564    0    0     0     0   94  128  0  0 100  0  0
 0  0 212224 18504644  85888 808556    0    0     0    12  111  143  0  0 100  0  0
 0  0 212224 18504644  85896 808564    0    0     0    12  145  198  0  0 100  0  0
 0  0 212224 18504644  85896 808564    0    0     0     0  104  135  0  0 100  0  0
 0  0 212224 18504644  85896 808564    0    0     0     0  101  130  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18504644  85896 808564    0    0     0     0   91  122  0  0 100  0  0
 0  0 212224 18504644  85896 808564    0    0     0     0   89  120  0  0 100  0  0
 0  0 212224 18504392  85912 808564    0    0     0    24  187  278  0  0 100  0  0
 0  0 212224 18504392  85912 808564    0    0     0     0   96  138  0  0 100  0  0
 0  0 212224 18503664  85912 808564    0    0     0     0 1221 1059  0  0 100  0  0
 1  0 212224 18553488  85912 808572    0    0     0     0 3214 1919 11  3 86  0  0
 1  0 212224 18478908  85912 808724    0    0     0     0 4115 2086 10  6 83  0  0
 0  0 212224 18482404  85920 808732    0    0     0    24 3306 1707  8  3 89  0  0
 0  0 212224 18491744  85928 808732    0    0     0    72 2093  836  0  0 100  0  0
 1  0 212224 18480424  85932 808764    0    0     0     0 8951 6014 27 11 62  0  0
 1  0 212224 18552764  85932 808780    0    0     0     0 7189 2090 14  6 80  0  0
 0  0 212224 18491272  85932 808780    0    0     0     0 2727  326  4  2 95  0  0
 6  0 212224 18761728  85944 808784    0    0     0    12 9682 7777 19  6 75  0  0
 0  0 212224 18334448  85944 808892    0    0     0     0 8687  897 37 14 49  0  0
 0  0 212224 18490696  85952 808896    0    0     0   160 2523  182  0  0 100  0  0
 0  0 212224 18490728  85952 808896    0    0     0   188  102  142  0  0 100  0  0
 0  0 212224 18490476  85952 808896    0    0     0     0   99  131  0  0 100  0  0
 0  0 212224 18490224  85960 808896    0    0     0    12  117  160  0  0 100  0  0
 0  0 212224 18490224  85960 808896    0    0     0     0   91  125  0  0 100  0  0
 0  0 212224 18489972  85968 808896    0    0     0    12  102  140  0  0 100  0  0
 0  0 212224 18489972  85968 808896    0    0     0     0   93  123  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18489468  85968 808896    0    0     0     0  145  200  0  0 100  0  0
 0  0 212224 18489468  85976 808896    0    0     0    12  131  184  0  0 100  0  0
 0  0 212224 18489468  85976 808896    0    0     0     0  108  142  0  0 100  0  0
 1  0 212224 18489468  85976 808896    0    0     0     0   93  120  0  0 100  0  0
 0  0 212224 18489468  85984 808896    0    0     0    20  105  132  0  0 100  0  0
 0  0 212224 18489468  85984 808896    0    0     0     0  102  126  0  0 100  0  0
 0  0 212224 18489216  85992 808900    0    0     0    12  129  186  0  0 100  0  0
 0  0 212224 18489216  85992 808900    0    0     0     0   94  120  0  0 100  0  0
 0  0 212224 18489216  85992 808900    0    0     0     0   95  118  0  0 100  0  0
 0  0 212224 18489216  85992 808900    0    0     0     0   93  120  0  0 100  0  0
 0  0 212224 18489216  86000 808900    0    0     0    24  115  154  0  0 100  0  0
 0  0 212224 18489216  86008 808900    0    0     0    12  116  162  0  0 100  0  0
 0  0 212224 18489216  86008 808900    0    0     0     0   91  122  0  0 100  0  0
 0  0 212224 18489216  86008 808900    0    0     0     0   91  122  0  0 100  0  0
 0  0 212224 18489216  86008 808900    0    0     0     0  101  132  0  0 100  0  0
 0  0 212224 18489216  86008 808900    0    0     0    24  111  138  0  0 100  0  0
 0  0 212224 18488964  86024 808904    0    0     0   512  182  229  0  0 100  0  0
 0  0 212224 18488712  86024 808904    0    0     0     0   94  128  0  0 100  0  0
 0  0 212224 18488712  86024 808904    0    0     0     0  100  132  0  0 100  0  0
 0  0 212224 18488712  86024 808904    0    0     0     0   87  116  0  0 100  0  0
 0  0 212224 18488712  86024 808904    0    0     0    96  110  137  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1 212224 18488460  86040 808900    0    0     0    68  116  163  0  0 100  0  0
 0  0 212224 18488460  86044 808904    0    0     0     4  121  156  0  0 100  0  0
 0  0 212224 18488460  86044 808904    0    0     0     0   90  119  0  0 100  0  0
 0  0 212224 18488460  86044 808904    0    0     0     0   82  109  0  0 100  0  0
 0  0 212224 18488460  86044 808904    0    0     0    72  108  134  0  0 100  0  0
 0  0 212224 18488460  86052 808904    0    0     0    40  141  184  0  0 100  0  0
 0  0 212224 18488460  86060 808904    0    0     0    28  105  137  0  0 100  0  0
 0  0 212224 18488460  86060 808904    0    0     0     0   86  115  0  0 100  0  0
 0  0 212224 18488460  86060 808904    0    0     0     0   86  117  0  0 100  0  0
 0  0 212224 18488460  86060 808904    0    0     0    24  114  143  0  0 100  0  0
 0  0 212224 18488460  86068 808904    0    0     0    12  109  155  0  0 100  0  0
 0  0 212224 18488460  86068 808904    0    0     0     0   91  124  0  0 100  0  0
 0  0 212224 18488460  86076 808904    0    0     0    12   98  136  0  0 100  0  0
 0  0 212224 18488460  86076 808904    0    0     0     0   93  128  0  0 100  0  0
 0  0 212224 18488460  86076 808904    0    0     0     8   91  124  0  0 100  0  0
 0  0 212224 18488460  86084 808904    0    0     0    12  134  172  0  0 100  0  0
 0  0 212224 18488208  86084 808904    0    0     0     0  101  135  0  0 100  0  0
 0  0 212224 18488208  86084 808904    0    0     0     0   94  134  0  0 100  0  0
 0  0 212224 18488208  86092 808904    0    0     0    24  107  128  0  0 100  0  0
 0  0 212224 18488208  86092 808904    0    0     0     0   87  122  0  0 100  0  0
 0  0 212224 18487704  86100 808904    0    0     0    12  163  263  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18487704  86100 808904    0    0     0     0  111  146  0  0 100  0  0
 0  0 212224 18487704  86100 808904    0    0     0     0   91  130  0  0 100  0  0
 0  0 212224 18487704  86100 808904    0    0     0     0   89  119  0  0 100  0  0
 0  0 212224 18487704  86108 808904    0    0     0    12  107  142  0  0 100  0  0
 0  0 212224 18487704  86116 808904    0    0     0    12  125  171  0  0 100  0  0
 0  0 212224 18487704  86116 808904    0    0     0     0   98  122  0  0 100  0  0
 0  0 212224 18487704  86116 808904    0    0     0     0   89  118  0  0 100  0  0
 0  0 212224 18487704  86116 808904    0    0     0     0  107  151  0  0 100  0  0
 0  0 212224 18487704  86116 808904    0    0     0     0  103  140  0  0 100  0  0
 0  0 212224 18487704  86132 808896    0    0     0    24  128  167  0  0 100  0  0
 0  0 212224 18487704  86132 808896    0    0     0     0  127  159  0  0 100  0  0
 0  0 212224 18487200  86132 808904    0    0     0     0   92  126  0  0 100  0  0
 0  0 212224 18487200  86132 808904    0    0     0     0  100  134  0  0 100  0  0
 1  0 212224 18562064  86132 808904    0    0     0     0 1558 1403  3  0 97  0  0
 2  0 212224 18629544  86140 808932    0    0     0    12 4711 3045 13  4 84  0  0
 1  0 212224 18461496  86148 808940    0    0     0    56 4217 1692  8  6 87  0  0
 0  0 212224 18440440  86148 808952    0    0     0     0 1336  359  7  2 91  0  0
 1  0 212224 18549596  86148 808952    0    0     0     0 4387 3315  2  1 97  0  0
 1  0 212224 18431164  86152 809040    0    0     0     0 7020 3765 31 11 58  0  0
 0  0 212224 18444992  86160 809056    0    0     0    12 3937  590  6  2 92  0  0
 5  0 212224 18707348  86172 809076    0    0     0   108 9880 7578 23  8 69  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 212224 18245016  86172 809128    0    0     0     0 8190 1855 36 17 47  0  0
